title,international_box_office,domestic_box_office,worldwide_box_office,production_budget,normalized_title,Movie_ID
grabbers,440821,,440821,5300000,grabbers,11561
freelancers,367299,,367299,,freelancers,11562
from beneath,,144123,,,from beneath,11563
the dinosaur project,1927493,,1927493,,the dinosaur project,11564
dreams of a life,,6559,,,dreams of a life,11565
da bing jin bao li xian ji,385656,,385656,,da bing jin bao li xian ji,11566
cuates de australia,,,,,cuates de australia,11567
das letzte schweigen,41605,100214,141819,,das letzte schweigen,11568
the campaign,18000000,86907746,104907746,95000000,the campaign,11569
arme riddere,1952196,806,1953002,,arme riddere,11570
the bourne legacy,167152050,113203870,280355920,125000000,the bourne legacy,11571
ouwehoeren,,30810,,,ouwehoeren,11572
drum corps international world championship,,,,,drum corps international world championship,11573
nitro circus the movie 3d,805062,3377000,4182062,,nitro circus the movie 3d,11574
the sapphires,17944173,2450867,20395040,9000000,the sapphires,11575
hope springs,69549284,63536011,133085295,30000000,hope springs,11576
you ve been trumped,,28450,,,you ve been trumped,11577
baramgwa hamjje sarajida,28686545,,28686545,,baramgwa hamjje sarajida,11578
halbe br der,2218440,,2218440,,halbe br der,11579
guardianes de oz,1961550,,1961550,,guardianes de oz,11580
wrong,54678,46021,100699,,wrong,11581
futatsume no mado,82242,,82242,,futatsume no mado,11582
ting feng zhe,38503726,,38503726,,ting feng zhe,11583
felices 140,1091902,,1091902,,felices 140,11584
elser,1205633,155897,1361530,,elser,11585
dial a prayer,,,,,dial a prayer,11586
dragon nest warriors dawn,734423,,734423,40000000,dragon nest warriors dawn,11587
dharam sankat mein,,,,,dharam sankat mein,11588
chiisai ouchi,100917,,100917,,chiisai ouchi,11589
ci devo pensare,116366,,116366,,ci devo pensare,11590
carlos do carmo um homem no mundo,3358,,3358,,carlos do carmo um homem no mundo,11591
broken horses,3471,,3471,15000000,broken horses,11592
dark places,5477009,208588,5685597,,dark places,11593
below dreams,,,,,below dreams,11594
ask olsun,538102,,538102,,ask olsun,11595
l astragale,149076,,149076,,l astragale,11596
ooops noah is gone,24285049,,24285049,,ooops noah is gone,11597
komban,8618,,8618,,komban,11598
the longest ride,26356811,37446117,63802928,34000000,the longest ride,11599
royal shakespeare company live love s labour s won,22333,,22333,,royal shakespeare company live love s labour s won,11600
ben zei bie pao,2503510,,2503510,,ben zei bie pao,11601
beyond the mask,,1236094,,,beyond the mask,11602
tuya,469,,469,,tuya,11603
backgammon,,,,,backgammon,11604
freetown,,397122,,,freetown,11605
belgica,45147,,45147,,belgica,11606
the automatic hate,,4603,,,the automatic hate,11607
ardaas,726505,,726505,,ardaas,11608
zhenshchiny protiv muzhchin,2907636,,2907636,,zhenshchiny protiv muzhchin,11609
ai qing gong she,21590284,,21590284,,ai qing gong she,11610
always be my maybe,10619,,10619,,always be my maybe,11611
about scout,,,,,about scout,11612
subte polska,,,,,subte polska,11613
my mother s wound,1749704,,1749704,,my mother s wound,11614
neol gi da ri myeo,4532668,,4532668,,neol gi da ri myeo,11615
rokjesdag,3690853,,3690853,,rokjesdag,11616
the young messiah,843884,6469813,7313697,16800000,the young messiah,11617
hui ma ting,3300000,,3300000,,hui ma ting,11618
kolpa ino 3 devre,5949881,,5949881,,kolpa ino 3 devre,11619
o amor lindo porque sim,104715,,104715,,o amor lindo porque sim,11620
spicy hot in love,2660000,,2660000,,spicy hot in love,11621
rud kapit n,651064,,651064,,rud kapit n,11622
a night in bohemia,82232,,82232,,a night in bohemia,11623
the divergent series allegiant,105838466,66184051,172022517,110000000,the divergent series allegiant,11624
the divergent series allegiant,105838466,66184051,172022517,110000000,the divergent series allegiant,32837
zubaan,1945,,1945,,zubaan,11625
golden treasure,,,,,golden treasure,11626
mohawk,,,,,mohawk,11627
pari,4065233,,4065233,,pari,11628
pengabdi setan,233477,,233477,,pengabdi setan,11629
midnighters,,,,,midnighters,11630
kilian jornet path to everest,236322,,236322,,kilian jornet path to everest,11631
the hurricane heist,27106490,6115824,33222314,40000000,the hurricane heist,11632
hondros,,,,,hondros,11633
li hai le wo de guo,72506344,,72506344,,li hai le wo de guo,11634
gui mi 2,10244720,37115,10281835,,gui mi 2,11635
errementari el herrero y el diablo,178201,,178201,,errementari el herrero y el diablo,11636
fan gun ba jie mei,11347,,11347,,fan gun ba jie mei,11637
doof kind,41114,,41114,,doof kind,11638
don t talk to irene,,,,,don t talk to irene,11639
death house,,23833,,,death house,11640
luo rao,17934,,17934,,luo rao,11641
erase and forget,3549,,3549,,erase and forget,11642
the crossbreed,10864,,10864,,the crossbreed,11643
bolshoi ballet the flames of paris,103155,,103155,,bolshoi ballet the flames of paris,11644
death wish,14558937,34017028,48575965,30000000,death wish,11645
la ch tite famille,55613061,,55613061,31400000,la ch tite famille,11646
birayen bedengiye,1377,,1377,,birayen bedengiye,11647
apocalypsis,,20052,,,apocalypsis,11648
ailecek a k n z,9231581,,9231581,,ailecek a k n z,11649
american socialist the life times of eugene victor debs,,12610,,,american socialist the life times of eugene victor debs,11650
gomorroide,466025,,466025,,gomorroide,11651
la fontaine fait son cin ma,1702,,1702,,la fontaine fait son cin ma,11652
fight,120354,,120354,,fight,11653
a few less men,275600,,275600,,a few less men,11654
una aventura simple,183,,183,,una aventura simple,11655
gekij ban urutoraman bu kizuna no chikara okarishimasu,473282,,473282,,gekij ban urutoraman bu kizuna no chikara okarishimasu,11656
di xian gu t n 2,1854170,,1854170,,di xian gu t n 2,11657
de plus belle,556600,,556600,,de plus belle,11658
david stratton a cinematic life,46468,,46468,,david stratton a cinematic life,11659
chiadan joshi kousei ga chiadansu de zenbei seihashichatta honto no hanashi,9170294,,9170294,,chiadan joshi kousei ga chiadansu de zenbei seihashichatta honto no hanashi,11660
the dark below,,,,,the dark below,11661
betting on zero,,,,,betting on zero,11662
deli a k,1185579,,1185579,,deli a k,11663
the chamber,1319,,1319,,the chamber,11664
baby phone,551802,,551802,,baby phone,11665
actor martinez,,,,,actor martinez,11666
the artist reborn,27483,,27483,,the artist reborn,11667
badrinath ki dulhania,23430658,1993259,25423917,,badrinath ki dulhania,11668
den allvarsamma leken,86222,,86222,,den allvarsamma leken,11669
il padre d italia,181606,,181606,,il padre d italia,11670
uncertain,,29736,,,uncertain,11671
sister cities,,,,,sister cities,11672
lyubov s ogranicheniyami,1267805,,1267805,,lyubov s ogranicheniyami,11673
j ngh n xi hu xi,851257,,851257,,j ngh n xi hu xi,11674
what doesn t kill you,45370,,45370,,what doesn t kill you,11675
love sweat tears,,512,,,love sweat tears,11676
the prison,21315070,207481,21522551,,the prison,11677
rab ne bana di jodi,8585000,2074346,10659346,,rab ne bana di jodi,11678
nothing like the holidays,15754,7503736,7519490,,nothing like the holidays,11679
gran torino,126447783,148095302,274543085,25000000,gran torino,11680
doubt,19744631,33446470,53191101,20000000,doubt,11681
dean spanley,,,,,dean spanley,11682
delgo,,915840,,40000000,delgo,11683
the kings of appletown,,,,7000000,the kings of appletown,11684
los cronocr menes,525347,39127,564474,2600000,los cronocr menes,11685
dark streets,,10958,,,dark streets,11686
the day the earth stood still,158003372,79366978,237370350,80000000,the day the earth stood still,11687
che part 1 the argentine,29824849,1802521,31627370,58000000,che part 1 the argentine,11688
the boy next door,,,,,the boy next door,11689
staub,,2072,,,staub,11690
the reader,78770468,34194407,112964875,32500000,the reader,11691
wendy and lucy,550351,865695,1416046,300000,wendy and lucy,11692
let them chirp awhile,,,,,let them chirp awhile,11693
punisher war zone,2106557,8050977,10157534,35000000,punisher war zone,11694
punisher war zone,2106557,8050977,10157534,35000000,punisher war zone,32256
hunger,38788,154084,192872,,hunger,11695
a good day to be black and sexy,,8629,,,a good day to be black and sexy,11696
nobel son,5200,539572,544772,,nobel son,11697
don carlo,,27834,,,don carlo,11698
finding joe,,55518,,,finding joe,11699
fancypants,,4227,,,fancypants,11700
courageous,663663,35017223,35680886,2000000,courageous,11701
frost nixon,9830914,18622031,28452945,29000000,frost nixon,11702
bunraku,,,,,bunraku,11703
dream house,20339826,21302340,41642166,50000000,dream house,11704
filth to ashes flesh to dust,,196147,,,filth to ashes flesh to dust,11705
breakaway,183057,1481735,1664792,,breakaway,11706
benda bilili,,13420,,,benda bilili,11707
american teacher,,35148,,,american teacher,11708
hu b,28134879,,28134879,,hu b,11709
50 50,6318617,35016118,41334735,8000000,50 50,11710
un heureux v nement,1407394,,1407394,,un heureux v nement,11711
inni,70963,123988,194951,,inni,11712
bai she chuan shuo,32123862,18759,32142621,,bai she chuan shuo,11713
zi zhai,1549982,,1549982,,zi zhai,11714
you don t like the truth 4 days inside guant namo,,,,,you don t like the truth 4 days inside guant namo,11715
weekend,1092993,484592,1577585,190000,weekend,11716
thunder soul,,143986,,,thunder soul,11717
toast,168968,,168968,,toast,11718
red state,918167,1065429,1983596,4000000,red state,11719
puncture,18883,67071,85954,,puncture,11720
hercules,170700000,72688614,243388614,100000000,hercules,11721
moteki,23442024,,23442024,,moteki,11722
glenn beck s we will not conform,,,,,glenn beck s we will not conform,11723
moneyball,35695343,75605492,111300835,50000000,moneyball,11724
there s no place like utopia,,45254,,,there s no place like utopia,11725
wish i was here,3000066,3591299,6591365,6000000,wish i was here,11726
qi cai tian ye,730000,,730000,,qi cai tian ye,11727
persecuted,,1557494,,,persecuted,11728
pudsey the dog the movie,,,,,pudsey the dog the movie,11729
jing cheng 81 hao,65220000,,65220000,,jing cheng 81 hao,11730
monty python live,2215461,,2215461,,monty python live,11731
andre rieu s 2014 maastricht concert,2190155,,2190155,,andre rieu s 2014 maastricht concert,11732
an american in hollywood,,,,125000,an american in hollywood,11733
i origins,515927,336472,852399,1000000,i origins,11734
among ravens,,,,,among ravens,11735
aftermath,,,,,aftermath,8518
alive inside,,256682,,,alive inside,11736
a promise,1505231,,1505231,,a promise,11737
xiao shi dai 3,75490000,,75490000,,xiao shi dai 3,11738
planes fire and rescue,97241912,59157732,156399644,50000000,planes fire and rescue,11739
grateful dead 1972 bremen beat club studio performance,,,,,grateful dead 1972 bremen beat club studio performance,11740
dans la cour,23793,,23793,,dans la cour,11741
the anomaly,105632,,105632,,the anomaly,11742
charlie s country,942543,39436,981979,,charlie s country,11743
inspectres,,2207,,,inspectres,11744
la maison de la radio,,8060,,,la maison de la radio,11745
the purge anarchy,39972331,71562550,111534881,9000000,the purge anarchy,11746
the purge anarchy,39972331,71562550,111534881,9000000,the purge anarchy,33099
sex tape,87526036,38543473,126069509,40000000,sex tape,11747
about time,71685717,15323921,87009638,12000000,about time,11748
oxygen for the ears living jazz,,23048,,,oxygen for the ears living jazz,11749
satyagraha,9591353,738525,10329878,,satyagraha,11750
blue exorcist the movie,,,,,blue exorcist the movie,11751
one direction this is us,39539646,28873374,68413020,10000000,one direction this is us,11752
one direction this is us,39539646,28873374,68413020,10000000,one direction this is us,32075
our nixon,,20486,,,our nixon,11753
breath of the gods,,,,,breath of the gods,11754
last flight of the champion,,2597,,,last flight of the champion,11755
i declare war,,14928,,,i declare war,11756
the lifeguard,,,,,the lifeguard,11757
getaway,1312051,10501938,11813989,18000000,getaway,11758
no se aceptan devoluciones,56019410,44467206,100486616,5000000,no se aceptan devoluciones,11759
afternoon delight,,174496,,,afternoon delight,11760
the story of our hearts,,,,,the story of our hearts,11761
approaching midnight,,,,,approaching midnight,11762
i am a girl,10549,,10549,,i am a girl,11763
ilo ilo,1274609,54071,1328680,,ilo ilo,11764
american made movie,,45175,,,american made movie,11765
you re next,8393171,18494006,26887177,1000000,you re next,11766
closed circuit,796531,5750995,6547526,,closed circuit,11767
sushi the global catch,,5757,,,sushi the global catch,11768
sushi the global catch,,5757,,,sushi the global catch,32624
total recall,152978119,58877969,211856088,125000000,total recall,11769
una noche,529766,79813,609579,,una noche,11770
reign of assassins,11354230,,11354230,14000000,reign of assassins,11771
free radicals a history of experimental film,,3804,,,free radicals a history of experimental film,11772
paranorman,52116611,56003051,108119662,60000000,paranorman,11773
mosquita y mari,,,,,mosquita y mari,11774
eva,17073,16738,33811,,eva,975
spanish movie,11305452,,11305452,,spanish movie,11775
the babymakers,250772,5783,256555,,the babymakers,11776
assassin s bullet,,,,,assassin s bullet,11777
diary of a wimpy kid dog days,28221033,49008662,77229695,22000000,diary of a wimpy kid dog days,11778
diary of a wimpy kid dog days,28221033,49008662,77229695,22000000,diary of a wimpy kid dog days,30758
craigslist joe,,,,,craigslist joe,11779
do nui mat,422763,,422763,,do nui mat,11780
celeste and jesse forever,684282,3103407,3787689,840000,celeste and jesse forever,11781
zhao shi gu er,6963,,6963,,zhao shi gu er,11782
rites of spring,,,,,rites of spring,11783
the watch,32777045,34353000,67130045,55000000,the watch,11784
nuit 1,,,,,nuit 1,11785
nuit 1,,,,,nuit 1,32039
searching for sugar man,8948401,3965090,12913491,,searching for sugar man,11786
wu dang,5340000,,5340000,,wu dang,11787
big boys gone bananas,,,,,big boys gone bananas,11788
klovn the movie,,28000,,,klovn the movie,11789
tempo instabile con probabili schiarite,192077,,192077,,tempo instabile con probabili schiarite,11790
soldato semplice,275747,,275747,,soldato semplice,11791
la scelta,1142974,,1142974,,la scelta,11792
step up revolution,130477613,35074677,165552290,33000000,step up revolution,11793
sbk the movie,,4950,,,sbk the movie,11794
marie s story,222484,11720,234204,,marie s story,11795
m nafik,61372,,61372,,m nafik,11796
san geng che ku,1140000,,1140000,,san geng che ku,11797
lambert stamp,,183320,,,lambert stamp,11798
lambert stamp,,183320,,,lambert stamp,31583
lambert stamp,,183320,,,lambert stamp,33946
gun goal,173,,173,,gun goal,11799
le journal d une femme de chambre,1794752,53581,1848333,,le journal d une femme de chambre,11800
the living,,5514,,,the living,11801
the girl is in trouble,,,,,the girl is in trouble,11802
far too far,,15000,,,far too far,11803
the invincible piglet,50000,,50000,,the invincible piglet,11804
gespensterjager,2136891,,2136891,,gespensterjager,11805
effie gray,,,,,effie gray,11806
eipuriru f ruzu,6652777,,6652777,,eipuriru f ruzu,11807
electric slide,,,,,electric slide,11808
detective byomkesh bakshy,63002,338637,401639,,detective byomkesh bakshy,11809
cuccioli il paese del vento,135832,,135832,,cuccioli il paese del vento,11810
chung fung che,4604136,,4604136,,chung fung che,11811
david and goliath,,316117,,,david and goliath,4156
cut bank,213012,,213012,,cut bank,11812
cheatin,,15077,,,cheatin,11813
whiskey tango foxtrot,2267413,23083334,25350747,35000000,whiskey tango foxtrot,11814
vulcania,4901,,4901,,vulcania,11815
white lies,,2760,,,white lies,11816
trapped,,63240,,,trapped,11817
tryapichnyy soyuz,29242,,29242,,tryapichnyy soyuz,11818
road games,,,,,road games,11819
seom sa ra jin sa ram deul,106019,,106019,,seom sa ra jin sa ram deul,11820
saint amour,3203410,,3203410,,saint amour,11821
s r fuku to kikanj sotsugy,243965,,243965,,s r fuku to kikanj sotsugy,11822
poveda,203124,,203124,,poveda,11823
pokkiri raja,19946,,19946,,pokkiri raja,11824
musudan,86953,,86953,,musudan,11825
el movimiento,2997,,2997,,el movimiento,11826
mi rifaccio il trullo,113361,,113361,,mi rifaccio il trullo,11827
meu amigo hindu,97713,,97713,,meu amigo hindu,11828
opera roma la cenerentola,4523,,4523,,opera roma la cenerentola,11829
mekong hotel,,2502,,,mekong hotel,11830
the met live in hd manon lescaut,513137,1770000,2283137,,the met live in hd manon lescaut,11831
maheshinte prathikaram,54303,,54303,,maheshinte prathikaram,11832
ka ma birader,1252169,,1252169,,ka ma birader,11833
jai gangaajal,115430,,115430,,jai gangaajal,11834
mahana,947082,,947082,,mahana,11835
submergence,723779,,723779,,submergence,11836
za granyu realnosti,2261212,,2261212,,za granyu realnosti,11837
puoi baciare lo sposo,2981146,,2981146,,puoi baciare lo sposo,11838
here comes the grump,4077334,2150,4079484,,here comes the grump,11839
kupi menya,410048,,410048,,kupi menya,11840
huset,,,,,huset,11841
da yao shi,,,,,da yao shi,11842
dovlatov,2184870,,2184870,,dovlatov,11843
so dna vershiny,499310,,499310,,so dna vershiny,11844
red sparrow,99077356,46874505,145951861,69000000,red sparrow,11845
liteul poleseuteu,10018158,,10018158,,liteul poleseuteu,11846
geiteu,734832,,734832,,geiteu,11847
la f te est finie,,,,,la f te est finie,11848
sconnessi,1184616,,1184616,,sconnessi,11849
duck duck goose,18783531,,18783531,,duck duck goose,11850
welcome to new york,100300,,100300,,welcome to new york,11851
primal rage,,,,,primal rage,11852
ve ne tvoja nevern,716668,,716668,,ve ne tvoja nevern,11853
vsya nasha nadezhda,525,,525,,vsya nasha nadezhda,11854
did you wonder who fired the gun,,,,,did you wonder who fired the gun,11855
v pitere pet sergey shnurov,2933,,2933,,v pitere pet sergey shnurov,11856
that s not my dog,104243,,104243,,that s not my dog,11857
sonu ke titu ki sweety,20686846,,20686846,,sonu ke titu ki sweety,11858
wolves,,,,,wolves,8649
birds of a feather 2,,,,,birds of a feather 2,11859
verdwijnen,55679,,55679,,verdwijnen,11860
viceroy s house,10800074,1105717,11905791,,viceroy s house,11861
nos,1633205,,1633205,,nos,11862
wish to wash with rain,8203,,8203,,wish to wash with rain,11863
el teorema de santiago,310,,310,,el teorema de santiago,11864
tim timmerman hope of america,,97787,,,tim timmerman hope of america,11865
shabhaye zayendeh rood,3536,,3536,,shabhaye zayendeh rood,11866
table 19,1005503,3614896,4620399,5000000,table 19,11867
sex doll,49957,,49957,,sex doll,11868
the shack,39522040,57386418,96908458,20000000,the shack,11869
survivors guide to prison,,,,,survivors guide to prison,11870
reis,538551,,538551,,reis,11871
the settlers,,,,,the settlers,11872
omicidio all italian,1041598,,1041598,,omicidio all italian,11873
neckan,5075,,5075,,neckan,11874
patients,8693823,,8693823,,patients,11875
nakom,,,,,nakom,11876
maria sklodowska curie,1815448,127993,1943441,,maria sklodowska curie,11877
love taxes,,33150,,,love taxes,11878
lyubov pret a porte,270790,,270790,,lyubov pret a porte,11879
national theater live hedda gabler,1085982,,1085982,,national theater live hedda gabler,11880
lavender,,,,,lavender,11881
lobanovskiy forever,2249,,2249,,lobanovskiy forever,11882
cadillac records,746965,8195551,8942516,12000000,cadillac records,11883
ciao,,49494,,,ciao,11884
amexicano,,8387,,,amexicano,11885
rome jewel,,470,,,rome jewel,11886
the black balloon,,10342,,,the black balloon,11887
oye lucky lucky oye,1532709,80037,1612746,,oye lucky lucky oye,11888
transporter 3,81215895,31715062,112930957,40000000,transporter 3,11889
babine,,2626308,,,babine,11890
four christmases,48165518,120146040,168311558,80000000,four christmases,11891
sodot ha,,122094,,,sodot ha,11892
yuvvraaj,4793674,565440,5359114,,yuvvraaj,11893
australia,165526808,49554002,215080810,130000000,australia,11894
the nutty professor,,,,,the nutty professor,11895
twilight,209510305,192769854,402280159,37000000,twilight,11896
special,19620,7202,26822,1000000,special,11897
one day you ll understand,,115925,,,one day you ll understand,11898
milk,25452072,31841299,57293371,20000000,milk,11899
i can t think straight,,39576,,,i can t think straight,11900
winter in wartime,9119354,542860,9662214,5800000,winter in wartime,11901
the betrayal,,41271,,,the betrayal,11902
bolt,213961450,114053579,328015029,150000000,bolt,11903
mausam,7810976,725966,8536942,,mausam,11904
the man nobody knew in search of my father cia spymaster william colby,,183342,,,the man nobody knew in search of my father cia spymaster william colby,11905
the man nobody knew in search of my father cia spymaster william colby,,183342,,,the man nobody knew in search of my father cia spymaster william colby,33018
lake city,,12686,,,lake city,11906
henry may long,,,,,henry may long,11907
machine gun preacher,3183298,538690,3721988,30000000,machine gun preacher,11908
killer elite,40284060,25124986,65409046,70000000,killer elite,11909
mardi gras spring break,,,,,mardi gras spring break,11910
limelight,,60335,,,limelight,11911
humans vs zombies,,,,,humans vs zombies,11912
dolphin tale,23781945,72286779,96068724,37000000,dolphin tale,11913
a bird of the air,,10152,,,a bird of the air,11914
abduction,58561204,28087155,86648359,35000000,abduction,11915
black butterflies,116670,,116670,,black butterflies,11916
pearl jam twenty,,471334,,,pearl jam twenty,11917
urfrenz,,,,,urfrenz,11918
the weird world of blowfly,,3062,,,the weird world of blowfly,11919
do ga ni,29056658,,29056658,,do ga ni,11920
top cat,6756182,,6756182,,top cat,11921
anfea the answer,24136016,,24136016,,anfea the answer,11922
la t te en friche,,,,,la t te en friche,11923
incendiary the willingham case,,21882,,,incendiary the willingham case,11924
stay cool,,,,,stay cool,11925
ju on owari no hajimari,3130660,,3130660,,ju on owari no hajimari,11926
the met live in hd the enchanted island,,,,,the met live in hd the enchanted island,11927
hin und weg,8805,,8805,,hin und weg,11928
sykt lykkelig,219679,45154,264833,,sykt lykkelig,11929
straw dogs,929380,10324441,11253821,25000000,straw dogs,11930
k missing kings,725702,,725702,,k missing kings,11931
where was god,,,,,where was god,11932
underwater dreams,,,,,underwater dreams,11933
road to paloma,2191,,2191,,road to paloma,11934
the perfect wave,,,,4000000,the perfect wave,11935
made in america,,,,,made in america,11936
supercondriaque,50160446,,50160446,,supercondriaque,11937
las horas muertas,76044,7879,83923,,las horas muertas,11938
as it is in heaven,,13486,,450000,as it is in heaven,11939
humpty sharma ki dulhania,287220,380011,667231,,humpty sharma ki dulhania,11940
behaving badly,39952,,39952,,behaving badly,11941
land ho,,727430,,,land ho,11942
affluenza,,,,,affluenza,11943
les vacances du petit nicolas,14808621,518768,15327389,,les vacances du petit nicolas,11944
and so it goes,2759212,15160801,17920013,18000000,and so it goes,11945
parde,6928,28098,35026,,parde,11946
step up all in,62900000,14904384,77804384,,step up all in,11947
the trials of muhammad ali,,59081,,,the trials of muhammad ali,11948
dawn of the planet of the apes,502098977,208545589,710644566,170000000,dawn of the planet of the apes,11949
a brony tale,,,,,a brony tale,11950
sparrows dance,,2602,,175000,sparrows dance,11951
ragini mms,3042374,,3042374,,ragini mms,11952
scenic route,,,,,scenic route,11953
savannah,,36746,,,savannah,11954
devil s pass,5272302,,5272302,,devil s pass,11955
drinking buddies,63394,343706,407100,500000,drinking buddies,11956
short term 12,1295435,1013100,2308535,,short term 12,11957
the frozen ground,5617460,,5617460,19200000,the frozen ground,11958
bei tou zou de wu nian,23840000,,23840000,,bei tou zou de wu nian,11959
sinbad make me wanna holla,,,,,sinbad make me wanna holla,11960
doom room,,,,,doom room,11961
the mortal instruments city of bones,44800146,31165421,75965567,60000000,the mortal instruments city of bones,11962
the mortal instruments city of bones,44800146,31165421,75965567,60000000,the mortal instruments city of bones,33037
standing up,,,,,standing up,11963
underdogs,1357632,35017,1392649,2500000,underdogs,11964
spark a burning man story,,120459,,,spark a burning man story,11965
spark a burning man story,,120459,,,spark a burning man story,32524
we the parents,,,,,we the parents,11966
paranoia,8952113,7388654,16340767,40000000,paranoia,11967
kick ass 2,34333924,28795985,63129909,28000000,kick ass 2,11968
drew the man behind the poster,,3078,,,drew the man behind the poster,11969
drew the man behind the poster,,3078,,,drew the man behind the poster,30824
jobs,27271105,16131410,43402515,18000000,jobs,11970
the dragon pearl,21225,,21225,,the dragon pearl,11971
burning man,13879,,13879,,burning man,11972
cutie and the boxer,5660,199274,204934,,cutie and the boxer,11973
ruby sparks,6235398,2540106,8775504,,ruby sparks,11974
in search of blind joe death the saga of john fahey,,6132,,,in search of blind joe death the saga of john fahey,11975
the who quadrophenia the complete story,,,,,the who quadrophenia the complete story,11976
planet of snail,2045,2011,4056,,planet of snail,11977
dodookdeul,86427833,532699,86960532,,dodookdeul,11978
the queen of versailles,103101,2401999,2505100,,the queen of versailles,11979
kami kodomo no ame to yuki,43907351,,43907351,,kami kodomo no ame to yuki,11980
cendrillon au far west,84673,,84673,,cendrillon au far west,11981
i am bruce lee,9474,,9474,,i am bruce lee,11982
starship troopers invasion,192901,,192901,,starship troopers invasion,11983
ichimei,,75688,,,ichimei,11984
burn,,1109276,,225000,burn,11985
legendary amazons,5959716,,5959716,,legendary amazons,11986
30 beats,38095,14686,52781,,30 beats,11987
union square,,44830,,,union square,11988
shut up and play the hits,135888,510334,646222,,shut up and play the hits,11989
strong,,,,,strong,11990
laurence anyways,312280,,312280,,laurence anyways,11991
herut sukerut,21927919,,21927919,,herut sukerut,11992
the obama effect,,103000,,,the obama effect,11993
bo fung yu,7129755,,7129755,,bo fung yu,11994
les ch teaux de sable,210512,,210512,,les ch teaux de sable,11995
bitva za sevastopol,8455667,,8455667,,bitva za sevastopol,11996
bloed zweet tranen,2811703,,2811703,,bloed zweet tranen,11997
the dark knight rises,634089008,448139099,1082228107,230000000,the dark knight rises,11998
nannbenda,15856,,15856,,nannbenda,11999
the look of silence,228242,109089,337331,,the look of silence,12000
pawoolbol,197293,,197293,,pawoolbol,12001
last knights,1975720,,1975720,,last knights,12002
humpback whales 3d,207473,,207473,,humpback whales 3d,12003
every thing will be fine,588112,,588112,,every thing will be fine,12004
woman in gold,25278614,33307793,58586407,11000000,woman in gold,12005
artesanos del mar,458,,458,,artesanos del mar,12006
red lights,14469363,49521,14518884,17700000,red lights,12007
5 to 7,451230,137112,588342,,5 to 7,12008
zan men jie hun ba,45420000,461996,45881996,,zan men jie hun ba,12009
creepin with the deacon,,,,,creepin with the deacon,12010
bolshoi ballet swan lake,37389,,37389,,bolshoi ballet swan lake,12011
bolshoi ballet swan lake,37389,,37389,,bolshoi ballet swan lake,27875
furious 7,1163874506,353007020,1516881526,190000000,furious 7,12012
yi wan nian yi hou,4050000,,4050000,,yi wan nian yi hou,12013
while we re young,9921763,7582065,17503828,10000000,while we re young,12014
tayna sukharevoy bashni charodey ravnovesiya,8442829,,8442829,,tayna sukharevoy bashni charodey ravnovesiya,12015
eiga doraemon shin nobita no nippon tanjou,51509375,,51509375,,eiga doraemon shin nobita no nippon tanjou,12016
emelie,,,,,emelie,12017
colliding dreams,,78288,,,colliding dreams,12018
cien a os de perd n,9074836,,9074836,,cien a os de perd n,12019
gautas i kvietimas,938186,,938186,,gautas i kvietimas,12020
ceberrut,38444,,38444,,ceberrut,12021
born to be king,1579,,1579,,born to be king,12022
camino,60,,60,,camino,12023
born to be blue,1390611,755153,2145764,,born to be blue,12024
boris sans b atrice,,,,,boris sans b atrice,12025
apaixonados,88892,,88892,,apaixonados,12026
ava s possessions,,,,,ava s possessions,12027
ali kundilli 2,1133086,,1133086,,ali kundilli 2,12028
polednice,339174,,339174,,polednice,12029
ozzy,12852439,,12852439,,ozzy,12030
das tagebuch der anne frank,3068175,,3068175,,das tagebuch der anne frank,12031
behind the white glasses portrait of lina wertmuller,2547,9063,11610,,behind the white glasses portrait of lina wertmuller,12032
8 luchshikh svidaniy,4085444,,4085444,,8 luchshikh svidaniy,12033
ted 16 dream opening night in cinemas,192104,,192104,,ted 16 dream opening night in cinemas,12034
ted2016 dream,,,,,ted2016 dream,12035
a vizinhan a do tigre,1521,,1521,,a vizinhan a do tigre,12036
london has fallen,132669825,62524260,195194085,60000000,london has fallen,12037
sky smile,972778,,972778,,sky smile,12038
eperdument,696090,675,696765,,eperdument,12039
sequ a,2051,,2051,,sequ a,12040
ren pa chu ming zhu pa zhuang,1327225,,1327225,,ren pa chu ming zhu pa zhuang,12041
sayonara no asa ni yakusoku no hana o kazar,4325393,,4325393,,sayonara no asa ni yakusoku no hana o kazar,12042
met opera la boheme,1774848,,1774848,,met opera la boheme,4090
nt live salome,6442,,6442,,nt live salome,12043
mala vida,1337,,1337,,mala vida,12044
november,,8620,,,november,12045
la scala andrea chenier,12541,,12541,,la scala andrea chenier,12046
native,243,,243,,native,12047
l insoumis,131175,,131175,,l insoumis,12048
hichki,30444106,,30444106,,hichki,12049
infini t force farewell to gatcham,230383,,230383,,infini t force farewell to gatcham,12050
heilst tten,2122032,,2122032,,heilst tten,12051
hannah,136485,,136485,,hannah,12052
half magic,,,,,half magic,12053
gujjubhai most wanted,41150,,41150,,gujjubhai most wanted,12054
game night,48199018,69179066,117378084,37000000,game night,12055
g revimiz tatil,947929,,947929,,g revimiz tatil,12056
kobiety mafii,13100948,,13100948,,kobiety mafii,12057
the ice king,19757,,19757,,the ice king,12058
figlia mia,371766,5447,377213,,figlia mia,12059
the last laugh,,,,,the last laugh,12060
