year,release_date,title,genre,international_box_office,production_budget,Movie_ID
2015,October 9th,trash,Adventure,"6535702,00","12000000,00",14724
2020,October 16th,trash,Adventure,"299700,00",,14724
2000,March 15th,cotton mary,,,,22056
2000,March 10th,soft toilet seats,,,,22057
2000,March 10th,x,,,,17057
2011,April 8th,x,Thriller/Suspense,,,17057
2000,March 15th,les convoyeurs attendent,Comedy,,,22058
2000,March 10th,the ninth gate,Thriller/Suspense,"39740562,00","38000000,00",22059
2000,March 10th,mission to mars,Adventure,"45125385,00","90000000,00",22061
2000,March 10th,orphans,,,,22062
2000,March 10th,dragon and the hawk,,,,22102
2000,March 10th,god s army,Drama,"14789,00","300000,00",22103
2000,March 10th,condo painting,,,,22104
2000,March 10th,deterrence,Thriller/Suspense,"227064,00","800000,00",22105
2000,March 3rd,what planet are you from,Comedy,,"50000000,00",22106
2000,March 3rd,khauff,,,,22108
2000,March 3rd,homo sapiens 1900,,,,22110
2000,March 3rd,the next best thing,Drama,"9372190,00","25000000,00",22111
2000,March 3rd,drowning mona,Comedy,"553184,00","16000000,00",22112
2000,March 1st,the little thief,,,,22113
2000,March 1st,3 strikes,Comedy,,"4000000,00",22114
2000,February 25th,reindeer games,Action,,"36000000,00",22115
2000,March 3rd,ghost dog the way of the samurai,Drama,"7342262,00","2000000,00",22116
2000,March 3rd,ghost dog the way of the samurai,Drama,"7342262,00","2000000,00",31062
2000,February 25th,mifune,Drama,,,22117
2000,February 25th,not of this world,,,,22118
2000,February 25th,judy berlin,,,,22119
2000,February 25th,claire dolan,Drama,,,22120
2000,February 24th,the waiting game,,,,22121
2000,February 25th,brown s requiem,Thriller/Suspense,,,22122
2000,February 25th,the closer you get,Comedy,,,22123
2000,February 18th,yi ge dou bu neng shao,Drama,,,22124
2000,February 23rd,wonder boys,Comedy,"14033031,00","35000000,00",22125
2000,February 18th,the whole nine yards,Comedy,"28265375,00","24000000,00",22144
2000,February 18th,risk,Drama,"60540,00",,8032
2017,May 5th,risk,Documentary,"87562,00",,8032
2000,February 18th,hey ram,,,,22145
2000,February 18th,pitch black,Horror,"13947000,00","23000000,00",22146
2000,February 18th,kirikou and the sorceress,Adventure,"17671,00",,22147
2000,February 18th,hanging up,Comedy,"15829814,00","40000000,00",22148
2000,February 18th,beautiful people,Comedy,,,22150
2000,February 11th,snow day,Adventure,"2444624,00","13000000,00",22151
2000,February 11th,trois,Thriller/Suspense,,"200000,00",22152
2000,February 16th,kadosh,Drama,,,22153
2000,February 11th,the tigger movie,Adventure,"50605267,00","20000000,00",22154
2000,February 11th,the beach,Drama,,"50000000,00",22155
2000,February 11th,sex the annabel chong story,Documentary,,,22156
2000,February 11th,sex the annabel chong story,Documentary,,,32431
2000,February 18th,boiler room,Drama,"11809674,00","9000000,00",22157
2000,February 4th,pukar,,,,22158
2000,February 4th,poppoya,Drama,"9558,00",,22159
2000,February 4th,scream 3,Horror,"72700000,00","40000000,00",22160
2000,February 4th,gendernauts,,,,22161
2000,February 4th,knockout,,,,22162
2000,January 28th,stella does tricks,,,,22163
2000,January 28th,restaurant,,,,22164
2000,February 4th,gun shy,Comedy,,"10000000,00",3909
2017,September 8th,gun shy,Action,"2480,00",,3909
2000,January 28th,isn t she great,Comedy,,"36000000,00",22165
2000,January 28th,kestrel s eye,,,,22166
2000,January 28th,the big tease,Comedy,,"4000000,00",22167
2000,January 28th,eye of the beholder,Thriller/Suspense,"1760079,00","15000000,00",22168
2000,January 28th,the cup,Comedy,,,14122
2012,May 11th,the cup,Drama,,,14122
2000,January 21st,wirey spindell,,,,22169
2000,January 21st,the quarry,Thriller/Suspense,,,22170
2020,April 17th,the quarry,Thriller/Suspense,"3671,00",,22170
2000,January 21st,phir bhi dil hain hindustani,Musical,,,22171
2000,January 21st,placebo effect,Thriller/Suspense,,,22172
2000,January 14th,the terrorist,,,"25000,00",22173
2000,January 14th,creature,Documentary,,,12346
2011,September 9th,creature,Horror,"24521,00","3000000,00",12346
2000,January 21st,down to you,Romantic Comedy,,"9000000,00",22174
2000,January 14th,supernova,Thriller/Suspense,"597626,00","60000000,00",22175
2021,January 29th,supernova,Drama,"3146619,00",,22175
2000,January 21st,the boondock saints,Action,"381403,00","7000000,00",22176
2000,January 12th,next friday,Comedy,"2498725,00","9500000,00",22177
2000,January 7th,trans,,,,22178
2000,January 7th,mela,,,,22179
2000,January 7th,life is to whistle,,,,22180
2000,January 12th,my dog skip,Drama,"1695679,00","7000000,00",22181
2000,January 7th,bulandi,Drama,,,22182
2000,January 12th,the life and times of hank greenberg,Documentary,,,22183
2001,January 12th,antitrust,Thriller/Suspense,"6900000,00","30000000,00",2
2001,December 28th,i am sam,Drama,"52271523,00","22000000,00",17968
2001,December 28th,dark blue world,,,,17970
2001,December 28th,charlotte gray,Drama,,,18300
2001,December 26th,monster s ball,Drama,"12492541,00","4000000,00",18302
2001,December 28th,black hawk down,Action,"51052340,00","95000000,00",18303
2001,December 26th,gosford park,Comedy,"16971781,00","18000000,00",18305
2001,December 25th,kate and leopold,Romantic Comedy,"23842325,00","48000000,00",18306
2001,December 25th,the shipping news,Drama,"13000000,00","35000000,00",18307
2001,December 25th,shaye and kiki,,,,18308
2001,December 25th,ali,Drama,"29500000,00","109000000,00",18309
2019,March 22nd,ali,Drama,"94728,00",,18309
2001,December 21st,little otik,,,,18310
2001,December 21st,the majestic,Drama,"9510292,00","72000000,00",18311
2001,December 21st,joe somebody,Comedy,"1745126,00","38000000,00",18312
2001,December 21st,jimmy neutron boy genius,Adventure,"22056304,00","25000000,00",18313
2001,December 21st,jimmy neutron boy genius,Adventure,"22056304,00","25000000,00",31469
2001,December 21st,how high,Comedy,"66960,00","12000000,00",18314
2001,December 21st,a beautiful mind,Drama,"146959062,00","78000000,00",18315
2001,December 14th,the royal tenenbaums,Black Comedy,"19077240,00","28000000,00",18316
2001,December 14th,pinero,,,,18317
2001,December 14th,vanilla sky,Thriller/Suspense,"102111747,00","70000000,00",18318
2001,December 14th,not another teen movie,Comedy,"24518792,00","15000000,00",18319
2001,December 19th,the lord of the rings the fellowship of the ring,Adventure,"575672074,00","93000000,00",18320
2001,December 19th,the lord of the rings the fellowship of the ring,Adventure,"575672074,00","93000000,00",33005
2001,December 14th,the other side of heaven,Drama,,"7000000,00",18321
2001,December 14th,kandahar,Drama,,,18322
2001,December 14th,lantana,Drama,,,18324
2001,December 14th,eban and charley,,,,18325
2001,December 14th,iris,Drama,"112462,00","5500000,00",1860
2015,April 29th,iris,Documentary,"1183124,00",,1860
2016,November 16th,iris,Thriller/Suspense,"950542,00",,1860
2001,December 14th,kabhi khushi kabhie gham,Drama,"23510000,00",,18329
2001,December 7th,princesa,,,,18662
2001,December 7th,no man s land,Drama,"1616726,00","1000000,00",18663
2001,December 7th,no man s land,Drama,"1616726,00","1000000,00",29861
2001,December 14th,abril despeda ado,Drama,,,18664
2001,December 7th,ocean s eleven,Thriller/Suspense,"267311379,00","85000000,00",18665
2001,December 7th,the business of strangers,Drama,"260000,00","6000000,00",18666
2001,December 7th,baran,Drama,,,18667
2001,November 30th,trouble every day,Horror,,,18668
2001,December 7th,final,,,,18669
2001,December 7th,kids world,,,,18670
2001,November 30th,porn star the legend of ron jeremy,Documentary,,,18671
2001,November 30th,porn star the legend of ron jeremy,Documentary,,,32227
2001,November 30th,the independent,,,,18672
2001,November 30th,texas rangers,Western,,"38000000,00",18673
2001,November 30th,the affair of the necklace,Drama,,,18674
2001,November 30th,abcd,Drama,,,18522
2013,February 8th,abcd,Musical,"9915136,00","1900000,00",18522
2001,November 30th,les boys iii,Comedy,,,18675
2001,November 23rd,second skin,,,,18676
2001,November 23rd,in the bedroom,Drama,"6207267,00","1700000,00",18677
2001,November 30th,behind enemy lines,Action,,"40000000,00",18678
2001,November 23rd,the way we laughed,,,,18679
2001,November 21st,sidewalks of new york,Comedy,"1172849,00","1000000,00",18680
2001,November 21st,spy game,Action,"80687000,00","90000000,00",18681
2001,November 21st,black knight,Adventure,,"35000000,00",18682
2001,November 16th,the simian line,,,,18683
2001,November 21st,the devil s backbone,Horror,,,18684
2001,November 21st,out cold,Comedy,"880000,00","11000000,00",18685
2001,November 16th,novocaine,Comedy,"497690,00","6000000,00",18981
2001,November 16th,lola,,,,18982
2001,November 16th,the fluffer,Drama,,,18984
2001,March 29th,la pianiste,Drama,"30178028,00",,18985
2001,November 14th,the wash,Comedy,,"4000000,00",18986
2001,November 16th,harry potter and the sorcerer s stone,Adventure,"647182655,00","125000000,00",18987
2001,November 9th,king of the jungle,,,,18988
2001,November 9th,shallow hal,Romantic Comedy,,"40000000,00",18989
2001,November 9th,maze,Drama,,,3182
2017,March 22nd,maze,Drama,"1010935,00",,3182
2001,November 9th,heist,Action,"5423460,00","35000000,00",4074
2015,November 13th,heist,Thriller/Suspense,"3273995,00","8900000,00",4074
2001,November 9th,keeping it real the adventures of greg walloch,,,"100000,00",18990
2001,November 9th,code unknown,Drama,,,18991
2001,November 9th,i remember me,,,,18992
2001,November 2nd,the one,Action,"28783380,00","49000000,00",18993
2001,November 2nd,punks,,,,18994
2001,November 2nd,monsters inc,Adventure,"270334294,00","115000000,00",18995
2001,November 2nd,monsters inc,Adventure,"270334294,00","115000000,00",31878
2001,November 2nd,tape,,,,18996
2020,March 26th,tape,Thriller/Suspense,,,18996
2001,November 2nd,liar s club,,,,18997
2001,November 7th,otomo,Drama,,,18998
2001,November 2nd,everything put together,Drama,"7890,00","500000,00",18999
2001,November 2nd,happenstance,,,,19000
2001,November 2nd,domestic disturbance,Thriller/Suspense,"9000000,00","53000000,00",19003
2001,November 2nd,the annihilation of fish,Drama,,,19293
2001,October 26th,trembling before g d,Documentary,"51046,00",,19294
2001,October 26th,waikiki beuradeoseu,Drama,"6233,00",,19295
2001,October 26th,thirteen ghosts,Horror,"26600000,00","19000000,00",19297
2001,October 26th,my voyage to italy,,,,19298
2001,October 26th,on the line,Romantic Comedy,"11856848,00","10000000,00",19299
2001,October 26th,kill by inches,,,,19300
2001,October 26th,life as a house,Drama,"8236521,00","18000000,00",19301
2001,October 26th,donnie darko,Drama,"6030871,00","4500000,00",19302
2001,October 26th,asoka,Drama,,,19303
2001,October 26th,history lessons,,,,19304
2001,October 19th,waking life,Drama,,,19305
2001,October 31st,the man who wasn t there,Drama,"14000000,00",,19306
2001,October 24th,bones,Horror,"1062195,00","10000000,00",19307
2001,October 26th,better than sex,Romantic Comedy,,,19308
2001,October 19th,plata quemada,Drama,,,19309
2001,October 19th,the last castle,Thriller/Suspense,"2333590,00","60000000,00",19310
2001,October 19th,focus,Drama,,,14439
2015,February 27th,focus,Comedy,"114202737,00","65000000,00",14439
2001,October 19th,from hell,Thriller/Suspense,"37114057,00","35000000,00",19311
2001,October 19th,dog run,,,,19312
2001,October 19th,riding in cars with boys,Drama,,"47000000,00",19313
2001,October 19th,one week,,,,19314
2001,October 19th,dancing at the blue iguana,,,,19315
2001,October 19th,cool and crazy,,,,19592
2001,October 19th,bangkok dangerous,Action,,,13977
2008,September 5th,bangkok dangerous,Action,"31300000,00","45000000,00",13977
2001,October 12th,spriggan,,,,19594
2001,October 12th,jails hospitals hip hop,,,,19595
2001,October 12th,jails hospitals hip hop,,,,34330
2001,October 12th,iron monkey,Action,,,19596
2001,October 12th,sobibor oct 14 1943 4pm,,,,19597
2001,October 12th,corky romano,Comedy,"1137701,00","11000000,00",19598
2001,October 12th,fat girl,Drama,,,19599
2001,October 8th,mulholland drive,Thriller/Suspense,"13560990,00","15000000,00",19600
2001,October 12th,the american astronaut,Musical,,,19601
2001,October 12th,bandits,Comedy,"30000000,00","75000000,00",19602
2001,October 5th,training day,Thriller/Suspense,"28244326,00","45000000,00",19603
2001,October 12th,my first mister,Drama,,,19604
2001,October 5th,sobrevivire,,,,19605
2001,October 5th,the learning curve,Thriller/Suspense,,,19606
2001,October 5th,stockpile,,,,19607
2001,October 5th,serendipity,Romantic Comedy,"27221987,00","28000000,00",19608
2019,October 18th,serendipity,Documentary,,,19608
2001,October 5th,the endurance shackleton s legendary antarctic expedition,Documentary,,,19609
2001,October 5th,joy ride,Thriller/Suspense,"231708,00","23000000,00",19610
2021,October 29th,joy ride,Documentary,,,19610
2001,October 5th,la ci naga,Comedy,"1789,00",,19611
2001,October 5th,grateful dawg,,,,19612
2001,October 5th,chop suey,Documentary,,,19613
2001,October 5th,max keeble s big move,Adventure,,"12000000,00",19614
2001,September 28th,won t anybody listen,,,,19616
2001,September 28th,zoolander,Comedy,"15608731,00","28000000,00",19619
2001,September 28th,extreme days,Action,,,19877
2001,September 28th,hearts in atlantis,Drama,"6700000,00","31000000,00",19879
2001,September 28th,shadow glories,,,,19880
2001,September 28th,don t say a word,Thriller/Suspense,"49490907,00","50000000,00",19881
2001,September 28th,dinner rush,Drama,"437277,00","2000000,00",19882
2001,September 28th,va savoir,Romantic Comedy,,,19883
2001,September 28th,born romantic,Comedy,,,19884
2001,September 21st,tell me something,Horror,,,19885
2001,September 21st,sorority girls revenge,,,,19886
2001,September 21st,rocky road,,,,19887
2001,September 21st,vampire hunter d bloodlust,Action,,,19888
2001,September 21st,liam,Drama,"649684,00",,19889
2001,September 21st,megiddo omega code 2,Action,,"22000000,00",19890
2001,September 28th,bomnaleun ganda,Drama,"67832,00",,19891
2001,September 21st,in search of peace part 1,,,,19892
2001,September 21st,god sex and apple pie,,,,19893
2001,September 21st,go tigers,,,,19894
2001,September 14th,a trial in prague,,,,19895
2001,September 14th,herman u s a,,,,19896
2001,September 21st,glitter,Musical,,"8500000,00",19897
2001,September 14th,hardball,Drama,"3505831,00","21000000,00",19899
2001,September 14th,kill me later,,,,19900
2001,September 14th,haiku tunnel,,,,19910
2001,September 7th,vengo,,,,20133
2001,September 7th,two can play that game,Romantic Comedy,"155549,00","13000000,00",20134
2001,September 14th,the glass house,Thriller/Suspense,"4910354,00","22000000,00",20135
2001,September 7th,soul survivors,Horror,"1187596,00","14000000,00",20136
2001,September 7th,the musketeer,Adventure,,"40000000,00",20137
2001,September 7th,our lady of the assassins,Drama,,,20138
2001,September 7th,the iron ladies,,,,20139
2001,September 7th,bounce behind the velvet rope,Documentary,,,20140
2001,September 7th,l i e,Drama,,"700000,00",20141
2001,September 7th,always a bridesmaid,Documentary,,,20142
2001,September 5th,djomeh,,,,20143
2001,November 2nd,le fabuleux destin d am lie poulain,Romantic Comedy,"140994099,00","10350000,00",20144
2001,August 31st,speedway junky,,,"1000000,00",20145
2001,September 7th,rock star,Drama,"2325863,00","38000000,00",20146
2001,August 31st,o,Drama,,"5000000,00",20147
2001,August 31st,lajja,,"178700,00",,20148
2001,August 24th,summer catch,Romantic Comedy,,"17000000,00",20149
2001,August 31st,jeepers creepers,Horror,"21034860,00","10000000,00",20150
2001,August 24th,tortilla soup,Comedy,"107147,00",,20151
2001,August 24th,maybe baby,,"7000000,00",,20152
2001,April 5th,lucky break,Comedy,"4261891,00","6000000,00",20153
2001,August 24th,john carpenter s ghosts of mars,Action,,"28000000,00",20154
2001,August 24th,non ho sonno,Horror,,,20155
2001,August 24th,jay and silent bob strike back,Comedy,"3703014,00","22000000,00",20156
2001,August 24th,happy accidents,Romantic Comedy,"42689,00",,20157
2001,August 24th,fighter,,,,20366
2019,July 19th,fighter,Drama,"256970,00",,20366
2001,August 24th,the curse of the jade scorpion,Comedy,"11000000,00","26000000,00",20367
2001,August 17th,songs from the second floor,,,,20369
2001,August 22nd,lisa picard is famous,Comedy,,"1000000,00",20371
2001,August 24th,bubble boy,Comedy,,"13000000,00",20372
2001,August 17th,innocence,Drama,,,10566
2014,September 5th,innocence,Action,,,10566
2001,August 17th,blood the last vampire,Horror,,,16659
2001,August 17th,blood the last vampire,Horror,,,30409
2009,July 10th,blood the last vampire,Action,"5427272,00",,16659
2009,July 10th,blood the last vampire,Action,"5427272,00",,30409
2001,August 17th,rat race,Comedy,"30000000,00","48000000,00",20373
2001,August 17th,captain corelli s mandolin,Drama,"36569000,00","57000000,00",20374
